Timestamp,Rank,Player name,Guess rate,Usefulness,erigs,0/8s,7/8s,avg/8,# 3/8s or below,OP guess rate,ED guess rate,IN guess rate,Lives taken,Lives saved,Total hit,Total songs,WIN,LOSE,TIE
2026-01-03 10:38:36,4.437,mahzrunner,24.46,3.099,0,8,0,5.559,4,27.5,26.562,17.143,3,0,34,139,5,1,0
2026-01-03 10:38:36,4.658,Andrey_K,21.795,3.232,1,21,0,5.588,6,37.838,18.824,11.765,2,2,34,156,2,4,0
2026-01-03 10:38:36,1.562,chommy,14.384,2.165,0,17,6,5.429,4,21.212,12.162,12.821,1,3,21,146,3,3,0
2026-01-03 10:38:36,1.567,anicomi,12.397,2.013,0,16,1,5.4,3,28.125,6.78,6.667,1,2,15,121,2,4,0
,,,,,,,,,,,,,,,,,,,
2026-01-04 06:10:39,15.857,kar72,47.929,12.291,8,46,1,3.728,40,47.222,54.545,39.286,11,24,81,169,1,4,1
2026-01-04 06:10:39,13.919,neoburnz,46.552,10.972,10,47,0,3.975,33,57.143,48.235,37.037,13,15,81,174,3,2,1
2026-01-04 06:10:39,11.604,peeku,43.293,11.211,7,43,1,3.62,37,41.176,40.476,50,16,16,71,164,2,4,0
2026-01-04 06:10:39,11.622,md22,40.23,7.829,7,47,0,4.343,23,45.714,40,37.037,9,9,70,174,3,2,1
2026-01-04 06:10:39,12.022,LelPop,39.766,10.367,10,48,0,3.735,33,51.515,40.244,32.143,14,13,68,171,5,1,0
2026-01-04 06:10:39,11.96,doomchicken,36.842,7.23,3,48,0,4.238,22,45.455,37.805,30.357,6,12,63,171,5,1,0
2026-01-04 06:10:39,10.34,Selaph,34.146,7.618,2,43,0,3.982,26,32.353,30.952,41.304,11,11,56,164,2,4,0
2026-01-04 06:10:39,11.86,florenz,31.361,5.49,2,46,0,4.528,17,52.778,28.571,21.429,5,5,53,169,1,4,1
2026-01-04 06:10:39,10.815,cafezinho,28.659,6.281,6,43,0,4.17,16,29.412,27.381,30.435,9,7,47,164,2,4,0
2026-01-04 06:10:39,5.3,Neumann,25.146,4.499,4,48,0,4.581,10,45.455,15.854,26.786,5,5,43,171,5,1,0
2026-01-04 06:10:39,4.166,tskr,21.264,3.14,2,47,1,4.973,7,22.857,18.824,24.074,4,2,37,174,3,2,1
2026-01-04 06:10:39,3,metak,16.568,1.88,1,46,0,5.393,3,16.667,18.182,14.286,1,2,28,169,1,4,1
2026-01-04 06:10:39,2.301,Catge,12.644,1.297,0,47,2,5.636,4,17.143,9.412,14.815,2,1,22,174,3,2,1
2026-01-04 06:10:39,1.165,Luna,11.243,1.146,1,46,1,5.895,2,11.111,9.091,14.286,1,1,19,169,1,4,1
2026-01-04 06:10:39,2.321,Gabetin,9.357,0.975,0,48,1,5.562,4,21.212,6.098,7.143,0,1,16,171,5,1,0
2026-01-04 06:10:39,0.986,FoopyPoopy,4.268,0.345,0,43,4,6,1,0,3.571,8.696,1,0,7,164,2,4,0
,,,,,,,,,,,,,,,,,,,
2026-01-04 11:41:01,22.964,watashiii,72.358,26.474,18,13,0,3.067,62,87.097,68.966,64.706,27,29,89,123,3,3,0
2026-01-04 11:41:01,15.749,Diukes,45.69,12.993,9,18,0,3.887,25,45.833,55.556,31.579,12,8,53,116,2,4,0
2026-01-04 11:41:01,14.392,Alkios,42.241,10.698,4,18,0,4,24,70.833,37.037,31.579,9,9,49,116,2,4,0
2026-01-04 11:41:01,12.903,Renzou,39.37,12.405,10,17,0,3.48,26,58.621,34.921,31.429,13,11,50,127,3,3,0
2026-01-04 11:41:01,10.921,claydoll1091,33.871,9.368,7,20,1,3.929,20,16.667,44.444,29.032,8,6,42,124,4,2,0
2026-01-04 11:41:01,10.906,Dry,30.709,9.402,5,17,2,3.487,24,31.034,36.508,20,8,10,39,127,3,3,0
2026-01-04 11:41:01,6.872,Kirox,29.839,6.234,1,20,0,4.432,15,23.333,30.159,35.484,4,6,37,124,4,2,0
